endTime,trackName,msPlayed,artistId
2023-09-16 23:58,Invisible Kid,189921,4Nl6PVYLwbCFfr3UqQlFtE
2023-09-17 00:01,You Talkin',167598,5yPVuutf3WAXUt1VqDaN1t
2023-09-17 00:04,The Big Easy,185519,4mncDFjVLUa3s025Tct3Ry
2023-09-17 00:06,Fine Night,161723,7MdlXmq2HViAJWo9cf30sR
2023-09-17 00:09,Rabbit Hole,141093,1kwRrQDCpXpVliMDntpxCt
2023-09-17 00:12,My Mind,176692,45lcbTsX07JWzmTIjcdyBz
2023-09-17 00:15,More Baby,175856,5Igpc9iLZ3YGtKeYfSrrOE
2023-09-19 13:28,I Write Your Name,6548,4mncDFjVLUa3s025Tct3Ry
2023-09-19 13:31,I Write Your Name,215799,4mncDFjVLUa3s025Tct3Ry
2023-09-19 13:36,Heads Above,261104,50Lr1puweM1hFsF1LpIZLM
2023-09-19 13:39,Just A Lover,170685,4csQIMQm6vI2A2SCVDuM2z
2023-09-19 13:42,All I See - Radio Edit,211892,0f14r70OISSfJoyqYaHbgV
2023-09-19 13:46,Turn off the Lights - Cages Remix,208824,5Igpc9iLZ3YGtKeYfSrrOE
2023-09-19 13:49,Drop The Pressure,180948,4mncDFjVLUa3s025Tct3Ry
2023-09-19 13:52,JUVENILE,203657,1Dt1UKLtrJIW1xxRBejjos
2023-09-19 13:55,By My Side (feat. Anthony Valadez),157917,3cnAJv9gydgm52KFIsdvO8
2023-09-19 13:58,Something About You,225136,4csQIMQm6vI2A2SCVDuM2z
2023-09-19 14:01,Whisper (with James Yuill),159992,0MGTHZpAGf7isSfw8yMIoi
2023-09-19 15:30,Your Body (In the Rain),150513,4mncDFjVLUa3s025Tct3Ry
2023-09-19 23:34,Vogue,192187,3VRyybsQu0MDG0F2LBxnv7
2023-09-19 23:40,Supersonic,169658,1kwRrQDCpXpVliMDntpxCt
2023-09-19 23:43,Cancion Del Mariachi,166299,5hCv8oMMxHb3FoHMGLN8Vx
2023-09-19 23:45,Rock This,156290,7yOWqfe8iP613Ne5SV9XPP
2023-09-19 23:48,I've Been Thinking,142258,19gU7Hvep0G37JeiLf3TNB
2023-09-19 23:51,Daci,7960,64ydm7vEEBjvH4AeC1slRM
2023-09-19 23:51,Gotta Have U,152160,2u7bsP9JJwRU6xOqypTx5d
2023-09-19 23:54,Asking (feat. Clementine Douglas) - Joshwa Remix,181753,39B7ChWwrWDs7zXlsu3MoP
2023-09-19 23:57,Rakata,137419,5h9NCujJrwNVZz9bDIDbvn
2023-09-20 00:00,Bad Girl,187125,7bi8ABpXgK2DpE5nRaWdZ5
2023-09-20 00:02,So Good,163555,6pcxIOhQCNb7DX2iuEXgxL
2023-09-20 00:05,Inta Outta,140952,2D51qkOmTNsNQj3C4LIvH7
2023-09-20 00:05,Yo Tambien - (AtcG Remix),39515,5hCv8oMMxHb3FoHMGLN8Vx
2023-09-21 21:31,We Are The People,267373,67hb7towEyKvt5Z8Bx306c
2023-09-21 21:34,Baby I'm Yours,215506,0iui2Be5CP8EWxvHYsVspL
2023-09-21 21:37,Nevermind,156600,3EOEK57CV77D4ovYVcmiyt
2023-09-21 21:42,Digital Love,301373,4tZwfgrHOc3mvqYlEYSvVi
