id,name,followers,popularity,uri
240wlM8vDrf6S4zCyzGj2W,CamelPhat,453002,67,spotify:artist:240wlM8vDrf6S4zCyzGj2W
2WBJQGf1bT1kxuoqziH5g4,Purple Disco Machine,727856,74,spotify:artist:2WBJQGf1bT1kxuoqziH5g4
3EK1eCIbh3eDCkLdbMQHpT,Solo Artist Saxx,3282,21,spotify:artist:3EK1eCIbh3eDCkLdbMQHpT
3tT2XX9qEVivLCYGoqkRkZ,Angelo Ferreri,27125,50,spotify:artist:3tT2XX9qEVivLCYGoqkRkZ
6zVFRTB0Y1whWyH7ZNmywf,Tash Sultana,1691617,61,spotify:artist:6zVFRTB0Y1whWyH7ZNmywf
2TzHIUhVpeeDxyJPpQfnV3,Katrina & The Waves,106108,62,spotify:artist:2TzHIUhVpeeDxyJPpQfnV3
6zsJjoCtL1WByG0VsuFWzR,BLOND:ISH,114041,64,spotify:artist:6zsJjoCtL1WByG0VsuFWzR
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,17671795,85,spotify:artist:77SW9BnxLY8rJ0RciFqkHh
0AkpPlFLnr0VQwZQeMGht0,Modjo,219645,64,spotify:artist:0AkpPlFLnr0VQwZQeMGht0
0yNSzH5nZmHzeE2xn6Xshb,Calle 13,2895512,68,spotify:artist:0yNSzH5nZmHzeE2xn6Xshb
3QchzUOTSCKWmaRGEEiuir,Saramalacara,233731,58,spotify:artist:3QchzUOTSCKWmaRGEEiuir
0jRqFvRKCDryHOgrgFqsKG,Fools Garden,155669,60,spotify:artist:0jRqFvRKCDryHOgrgFqsKG
5dIssYf7lu8wufkQywN9WJ,KWAYE,67621,39,spotify:artist:5dIssYf7lu8wufkQywN9WJ
491ZjutBNQPFA6hn5lDQW4,Klejv,225,23,spotify:artist:491ZjutBNQPFA6hn5lDQW4
0s1ec6aPpRZ4DCj15w1EFg,Dario Marianelli,105799,59,spotify:artist:0s1ec6aPpRZ4DCj15w1EFg
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,6972197,81,spotify:artist:2jku7tDXc6XoB6MO2hFuqg
5Ryvlwkg4EAcrtKNVka63L,Tommy Tran,2774,41,spotify:artist:5Ryvlwkg4EAcrtKNVka63L
7qmOAgRUFZhLfwtyCGPKdo,Isaak Young,487,39,spotify:artist:7qmOAgRUFZhLfwtyCGPKdo
4OyA3f3rSUhFEIKFeWFZuk,SANTI VIVOT,397,28,spotify:artist:4OyA3f3rSUhFEIKFeWFZuk
6MxyNXnnmwQwdW2PD0gXYO,Bersuit Vergarabat,883677,63,spotify:artist:6MxyNXnnmwQwdW2PD0gXYO
5BFl4h5TXYSSJsCteTX3s1,Ramon Tapia,26608,30,spotify:artist:5BFl4h5TXYSSJsCteTX3s1
0IhzJFf4QBEz0ifqLwScKV,Dj GBR,1199519,63,spotify:artist:0IhzJFf4QBEz0ifqLwScKV
2eK9gcJQ6uqVvJL63dnOM3,Simone Mendes,2065363,78,spotify:artist:2eK9gcJQ6uqVvJL63dnOM3
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,13902422,83,spotify:artist:0tmwSHipWxN12fsoLcFU3B
6vTqEFbTtTRJsuIpzZgjxi,Grupo Menos É Mais,3764669,74,spotify:artist:6vTqEFbTtTRJsuIpzZgjxi
3M8aD9XWxfel3jZakRbibZ,MC Maneirinho,1465163,65,spotify:artist:3M8aD9XWxfel3jZakRbibZ
7wU2WGCJ8HxkekHHE2QLul,Fuego,273458,63,spotify:artist:7wU2WGCJ8HxkekHHE2QLul
21A7bhIL1m6CNZn8y57PIZ,Reinier Zonneveld,180187,54,spotify:artist:21A7bhIL1m6CNZn8y57PIZ
6IiZemRMna678qNhiRkYI5,Bedouine,99320,53,spotify:artist:6IiZemRMna678qNhiRkYI5
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,26098627,90,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
738wLrAtLtCtFOLvQBXOXp,Major Lazer,6180433,77,spotify:artist:738wLrAtLtCtFOLvQBXOXp
0ulX41eWF9mhfeAhOu4EU0,Modo Diablo,123278,44,spotify:artist:0ulX41eWF9mhfeAhOu4EU0
76BYMatrC95a7MaFSxeU9g,Imperial Atlas,449,56,spotify:artist:76BYMatrC95a7MaFSxeU9g
1j7mprvrngD7wjbXtlVQ3d,Sparrow & Bird,1090,42,spotify:artist:1j7mprvrngD7wjbXtlVQ3d
2gC8FqAcOqWElBDNVIHbRm,Holborns,734,41,spotify:artist:2gC8FqAcOqWElBDNVIHbRm
5387bdIuCYIoe0VO52TfPe,Dem Jazzophiliacs,280,15,spotify:artist:5387bdIuCYIoe0VO52TfPe
5CerxxaCrkjDa5ShjsTwcX,Al Fowler Trio,502,41,spotify:artist:5CerxxaCrkjDa5ShjsTwcX
7zk65sKwJHv61CsjCr8PVw,Ben & Katsy,464,42,spotify:artist:7zk65sKwJHv61CsjCr8PVw
07lLIhOAtuwjGaZ0goh3iO,Rossdale Junction,451,43,spotify:artist:07lLIhOAtuwjGaZ0goh3iO
5oITtTq61bt7N9ZvaJf7G7,Eli Starr Trio,779,29,spotify:artist:5oITtTq61bt7N9ZvaJf7G7
4VVP1CLZbbGay53RL2Gbe6,Sian Sullivan,95,12,spotify:artist:4VVP1CLZbbGay53RL2Gbe6
3ZOpJEdIEoBxNv0MWG5FB0,Fulton Street Players,1176,42,spotify:artist:3ZOpJEdIEoBxNv0MWG5FB0
0UaQ3qnMEuBWsPnbKWJo8V,Matt Marantz Quartet,355,39,spotify:artist:0UaQ3qnMEuBWsPnbKWJo8V
715TpfLaAurJfQk8CjhKsm,Reese Quartet,384,29,spotify:artist:715TpfLaAurJfQk8CjhKsm
1R3a9JWK2lSTjSr2Dw9Qay,Annie Berenson,607,43,spotify:artist:1R3a9JWK2lSTjSr2Dw9Qay
7Kfrmups2Z3ncDQmNS5jRc,Ramsey Lewis,103372,41,spotify:artist:7Kfrmups2Z3ncDQmNS5jRc
06nevPmNVfWUXyZkccahL8,Gregory Porter,650145,58,spotify:artist:06nevPmNVfWUXyZkccahL8
2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,5439791,77,spotify:artist:2qk9voo8llSGYcZ6xrBzKx
2kEU1NNJORHNJabD0tdO1E,Prince The Artist Singh,4945,19,spotify:artist:2kEU1NNJORHNJabD0tdO1E
3F3ToOCmZ54N8acZdcyziH,Smoke Room Quartet,740,28,spotify:artist:3F3ToOCmZ54N8acZdcyziH
3VkUsVhRvP02IX46EWGzQz,Josie Mehlin,513,25,spotify:artist:3VkUsVhRvP02IX46EWGzQz
71FCXGwLKwJQVGkffEzj64,Larry Dee,354,14,spotify:artist:71FCXGwLKwJQVGkffEzj64
5wEF5my54dE5vMMmSUz2q3,Glimlip,16593,51,spotify:artist:5wEF5my54dE5vMMmSUz2q3
6arVgorLsaKvsc3UfABGID,Teau,666,33,spotify:artist:6arVgorLsaKvsc3UfABGID
7qZ2onZeQHlYsD6ZoGzCcS,Elton Baptiste,544,43,spotify:artist:7qZ2onZeQHlYsD6ZoGzCcS
6WAnQfBWB7ddhujPsFQ0pG,Lauty Gram,443472,63,spotify:artist:6WAnQfBWB7ddhujPsFQ0pG
38EmEgXkgK51MT2tPY0EoC,Bobby Helms,46870,48,spotify:artist:38EmEgXkgK51MT2tPY0EoC
2mddrRrlMf3ykcKyh1jlSs,Sixto Yegros,32859,49,spotify:artist:2mddrRrlMf3ykcKyh1jlSs
5zzrJD2jXrE9dZ1AklRFcL,KT Tunstall,428866,62,spotify:artist:5zzrJD2jXrE9dZ1AklRFcL
2gLbE2Cr7iD5hNTTTFgY2K,Mr Davies,363,32,spotify:artist:2gLbE2Cr7iD5hNTTTFgY2K
4VmbEmPe7idiK1hjtCODVy,Stefan Scholz,81,33,spotify:artist:4VmbEmPe7idiK1hjtCODVy
5Dis5h8442u0u3IA8846ho,Pandaw,121,19,spotify:artist:5Dis5h8442u0u3IA8846ho
4F9apzBcSE0OSfHYbxo4RF,80purppp,201232,63,spotify:artist:4F9apzBcSE0OSfHYbxo4RF
3CXnbwsLsa3i13StMUzT37,Graydon Poole,149,42,spotify:artist:3CXnbwsLsa3i13StMUzT37
6dLuQ5qXxIuWc5urxfIiZR,Calle 24,1203894,74,spotify:artist:6dLuQ5qXxIuWc5urxfIiZR
2feDdbD5araYcm6JhFHHw7,Labrinth,3304191,77,spotify:artist:2feDdbD5araYcm6JhFHHw7
568ZhdwyaiCyOGJRtNYhWf,Deep Purple,5580454,66,spotify:artist:568ZhdwyaiCyOGJRtNYhWf
0vF49H73xGuKS1vRSNN3av,Anthony Hide Trio,143,44,spotify:artist:0vF49H73xGuKS1vRSNN3av
08hb6f203kyAPrQkV3LlFZ,The Levon Trio,333,37,spotify:artist:08hb6f203kyAPrQkV3LlFZ
6tlN3eXUM981BWTAHN27bv,Midnight Trio,403,46,spotify:artist:6tlN3eXUM981BWTAHN27bv
4tNxq9NGKTKaX8OkZBLgf0,Nightmares On Wax,479120,56,spotify:artist:4tNxq9NGKTKaX8OkZBLgf0
6WkApyKcrvkGbgyASLSVbc,Martin Hoper,456,42,spotify:artist:6WkApyKcrvkGbgyASLSVbc
6UcJxoeHWWWyT5HZP064om,Chet Faker,424191,61,spotify:artist:6UcJxoeHWWWyT5HZP064om
4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,3560737,74,spotify:artist:4bthk9UfsYUYdcFyqxmSUU
2Tz1DTzVJ5Gyh8ZwVr6ekU,STRFKR,460798,57,spotify:artist:2Tz1DTzVJ5Gyh8ZwVr6ekU
6hxcqtqpmf08pTDkffU5xx,GenriX,49134,60,spotify:artist:6hxcqtqpmf08pTDkffU5xx
1gl0S9pS0Zw0qfa14rDD3D,Surf Curse,1234904,72,spotify:artist:1gl0S9pS0Zw0qfa14rDD3D
7I3bkknknQkIiatWiupQgD,Beach Weather,664668,70,spotify:artist:7I3bkknknQkIiatWiupQgD
0lAWpj5szCSwM4rUMHYmrr,Måneskin,9604007,80,spotify:artist:0lAWpj5szCSwM4rUMHYmrr
0U7iI0Dk4Ojvi17nZboNO4,Vacations,1116979,73,spotify:artist:0U7iI0Dk4Ojvi17nZboNO4
0sHeX8oQ6o7xic3wMf4NBU,Supergrass,614492,59,spotify:artist:0sHeX8oQ6o7xic3wMf4NBU
0PCCGZ0wGLizHt2KZ7hhA2,Artemas,892768,80,spotify:artist:0PCCGZ0wGLizHt2KZ7hhA2
048LktY5zMnakWq7PTtFrz,CKay,1519406,68,spotify:artist:048LktY5zMnakWq7PTtFrz
0PFtn5NtBbbUNbU9EAmIWF,TOTO,3017181,76,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF
0NIPkIjTV8mB795yEIiPYL,Wallows,2805499,73,spotify:artist:0NIPkIjTV8mB795yEIiPYL
771qBvjnXOH9Azr6lKy6FB,Michael Sembello,102195,61,spotify:artist:771qBvjnXOH9Azr6lKy6FB
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,2492103,76,spotify:artist:77tT1kLj6mCWtFNqiOmP9H
1XeMzpgjVKU2dR5xXaZLut,Chris Standring,37847,48,spotify:artist:1XeMzpgjVKU2dR5xXaZLut
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,2492103,76,spotify:artist:77tT1kLj6mCWtFNqiOmP9H
0LcJLqbBmaGUft1e9Mm8HV,ABBA,12778780,81,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV
0MDjU3FoGxwGH0rbkcwF2f,George Howard,71709,35,spotify:artist:0MDjU3FoGxwGH0rbkcwF2f
76eaAxXOF5UhLXASB8UiQJ,Philippe Saisse,6447,27,spotify:artist:76eaAxXOF5UhLXASB8UiQJ
26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,3827515,76,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3
79R7PUc6T6j09G8mJzNml2,Conociendo Rusia,258461,60,spotify:artist:79R7PUc6T6j09G8mJzNml2
6waa8mKu91GjzD4NlONlNJ,The Hollies,1210711,64,spotify:artist:6waa8mKu91GjzD4NlONlNJ
1hE5imhaIrCEKoHLHW9aCO,Silvestre y La Naranja,91428,59,spotify:artist:1hE5imhaIrCEKoHLHW9aCO
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,8262120,77,spotify:artist:3WGpXCj9YhhfX11TToZcXP
2sSGPbdZJkaSE2AbcGOACx,The Marías,1451685,75,spotify:artist:2sSGPbdZJkaSE2AbcGOACx
1SQRv42e4PjEYfPhS0Tk9E,The Kinks,2615531,66,spotify:artist:1SQRv42e4PjEYfPhS0Tk9E
4kLvhMAuCloLxoP1aVM7Lr,Michael Giacchino,376569,65,spotify:artist:4kLvhMAuCloLxoP1aVM7Lr
7CvTknweLr9feJtRGrpDBy,FloyyMenor,748438,83,spotify:artist:7CvTknweLr9feJtRGrpDBy
2loEsOijJ6XiGzWYFXMIRk,Adam Port,179395,77,spotify:artist:2loEsOijJ6XiGzWYFXMIRk
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,37308858,87,spotify:artist:1i8SpTcr7yvPOmcqrbnVXY
6Te49r3A6f5BiIgBRxH7FH,Ninho,10152534,78,spotify:artist:6Te49r3A6f5BiIgBRxH7FH
4v3iE7RK6SOyplsSQxZsjc,Yorssy,78004,64,spotify:artist:4v3iE7RK6SOyplsSQxZsjc
1PryMSya1JnSAlcwYawCxp,Menahan Street Band,214274,64,spotify:artist:1PryMSya1JnSAlcwYawCxp
21pMSs2JHWwwy2kp1QIIVB,Sister Nancy,157548,54,spotify:artist:21pMSs2JHWwwy2kp1QIIVB
3JLUCojZaHrX2LaUkSj7Ud,Pharoah Sanders,164392,45,spotify:artist:3JLUCojZaHrX2LaUkSj7Ud
5Nzul0jB2OCPX7vmCFoJXD,dublon,16484,55,spotify:artist:5Nzul0jB2OCPX7vmCFoJXD
6fcTRFpz0yH79qSKfof7lp,Seven Lions,497740,61,spotify:artist:6fcTRFpz0yH79qSKfof7lp
0NXm22v6IlV1qqVbfb5u5D,Sex Brain,6528,44,spotify:artist:0NXm22v6IlV1qqVbfb5u5D
2sXnk24vARe4jxHbd1HbEq,Million Eyes,24674,56,spotify:artist:2sXnk24vARe4jxHbd1HbEq
2MRAnlUDLuUImm4UEZ9nHB,dialE,23363,54,spotify:artist:2MRAnlUDLuUImm4UEZ9nHB
77uLXqHKG5n6UYMUr0b0e5,GEE LEE,27569,63,spotify:artist:77uLXqHKG5n6UYMUr0b0e5
23fqKkggKUBHNkbKtXEls4,Kygo,8429767,81,spotify:artist:23fqKkggKUBHNkbKtXEls4
2CIMQHirSU0MQqyYHq0eOx,deadmau5,2800387,67,spotify:artist:2CIMQHirSU0MQqyYHq0eOx
52iwsT98xCoGgiGntTiR7K,Quevedo,5024505,82,spotify:artist:52iwsT98xCoGgiGntTiR7K
5baGk14NDI3ZDPbr6wJilc,Tim Bergling,9148,41,spotify:artist:5baGk14NDI3ZDPbr6wJilc
45lcbTsX07JWzmTIjcdyBz,Matroda,132618,58,spotify:artist:45lcbTsX07JWzmTIjcdyBz
1lAwVq9MxNJkB0dEY6xNoV,Walker & Royce,69425,46,spotify:artist:1lAwVq9MxNJkB0dEY6xNoV
3kYFawNQVZ00FQbgs4rVBe,Artist Vs Poet,130672,43,spotify:artist:3kYFawNQVZ00FQbgs4rVBe
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,6384410,84,spotify:artist:3tlXnStJ1fFhdScmQeLpuG
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,13252878,82,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL
3r17AfJCCUqC9Lf0OAc73G,Fergie,5761702,70,spotify:artist:3r17AfJCCUqC9Lf0OAc73G
1DKPQBaKEzmQzWG1GwJoXT,Phil Fuldner,10325,44,spotify:artist:1DKPQBaKEzmQzWG1GwJoXT
4mncDFjVLUa3s025Tct3Ry,Claptone,540236,63,spotify:artist:4mncDFjVLUa3s025Tct3Ry
3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,6883577,82,spotify:artist:3IYUhFvPQItj6xySrBmZkd
2qWK8K2Jfh67UqtwY8tCW6,YSY A,3178018,74,spotify:artist:2qWK8K2Jfh67UqtwY8tCW6
3E7NGbzUGlOjgYY8nvtijR,Paco Amoroso,189774,58,spotify:artist:3E7NGbzUGlOjgYY8nvtijR
5R3Hr2cnCCjt220Jmt2xLf,Dillon Francis,1143939,62,spotify:artist:5R3Hr2cnCCjt220Jmt2xLf
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,28242215,85,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2
5INjqkS1o8h1imAzPqGZBb,Tame Impala,8086067,80,spotify:artist:5INjqkS1o8h1imAzPqGZBb
3XHO7cRUPCLOr6jwp8vsx5,alt-J,3300987,70,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5
7iK8PXO48WeuP03g8YR51W,Myke Towers,16162913,89,spotify:artist:7iK8PXO48WeuP03g8YR51W
1vqR17Iv8VFdzure1TAXEq,LIT killah,5657718,72,spotify:artist:1vqR17Iv8VFdzure1TAXEq
06Q5VlSAku57lFzyME3HrM,Ke Personajes,3884955,77,spotify:artist:06Q5VlSAku57lFzyME3HrM
6oMRQ5H3A2XA5I3RG3leni,Alan Gomez,1137461,62,spotify:artist:6oMRQ5H3A2XA5I3RG3leni
51ZSh80McCt7vbqHouzW0A,Yahritza Y Su Esencia,810809,63,spotify:artist:51ZSh80McCt7vbqHouzW0A
1fIJZfSmqQkuqfKNRmrS1V,El Jordan 23,1450546,68,spotify:artist:1fIJZfSmqQkuqfKNRmrS1V
1MOT23Q8M3ijxPZBDCXrAM,Karim Soliman,1541,24,spotify:artist:1MOT23Q8M3ijxPZBDCXrAM
50Lr1puweM1hFsF1LpIZLM,WhoMadeWho,246969,58,spotify:artist:50Lr1puweM1hFsF1LpIZLM
19gU7Hvep0G37JeiLf3TNB,Galoski,6662,32,spotify:artist:19gU7Hvep0G37JeiLf3TNB
64ydm7vEEBjvH4AeC1slRM,Tim Hox,11736,41,spotify:artist:64ydm7vEEBjvH4AeC1slRM
39B7ChWwrWDs7zXlsu3MoP,Sonny Fodera,210696,69,spotify:artist:39B7ChWwrWDs7zXlsu3MoP
1mXAhKnZEdF6rotyyd4GBi,MC Kevinho,7142802,65,spotify:artist:1mXAhKnZEdF6rotyyd4GBi
72l8ZKvwKkr1ZMLzDcFxQC,ohlos,588,41,spotify:artist:72l8ZKvwKkr1ZMLzDcFxQC
1KWvzy2ks6bKSBD3rMj5yk,Lab Progression,297,31,spotify:artist:1KWvzy2ks6bKSBD3rMj5yk
4HDIsEQVKPkey4XVbvgUcT,Lazlow,2728,50,spotify:artist:4HDIsEQVKPkey4XVbvgUcT
6O4ZIYrg1s0J5HP8Z1oitv,Soft Vessels,141,34,spotify:artist:6O4ZIYrg1s0J5HP8Z1oitv
00NuUBL2vFbfQiCAqXSjcZ,Hillsong Kids Jr.,7888,47,spotify:artist:00NuUBL2vFbfQiCAqXSjcZ
2wTi41vTfbFFHdAAezSSF8,Chilou,306,37,spotify:artist:2wTi41vTfbFFHdAAezSSF8
13VVAjO14WSrctkGL7U3xc,DJ RENAN DA BL,43779,55,spotify:artist:13VVAjO14WSrctkGL7U3xc
27azwwkxutWL1BWMkgNIh0,Vulgo FK,1110887,74,spotify:artist:27azwwkxutWL1BWMkgNIh0
2q9wk5fkeU2C9CgCKdh4AN,Mc IG,5832463,82,spotify:artist:2q9wk5fkeU2C9CgCKdh4AN
2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,3521264,78,spotify:artist:2uFUBdaVGtyMqckSeCl0Qj
2BUKygVaHZcOw8UI2wEPJ2,Astronaut In The Desert,222,22,spotify:artist:2BUKygVaHZcOw8UI2wEPJ2
69lxxQvsfAIoQbB20bEPFC,Philip Glass,642663,59,spotify:artist:69lxxQvsfAIoQbB20bEPFC
3KIXk1rxDXMHyRgUvKplyx,Niveous,611,44,spotify:artist:3KIXk1rxDXMHyRgUvKplyx
1lc8mnyGrCLtPhCoWjRxjM,Flight Facilities,451382,57,spotify:artist:1lc8mnyGrCLtPhCoWjRxjM
7mnBLXK823vNxN3UWB7Gfz,The Black Keys,4020744,73,spotify:artist:7mnBLXK823vNxN3UWB7Gfz
3tAICgiSR5PfYY4B8qsoAU,Andrés Calamaro,2538568,71,spotify:artist:3tAICgiSR5PfYY4B8qsoAU
1Yk912s46hRDu0aEvLG8WO,New Artist Spotlight,3286,16,spotify:artist:1Yk912s46hRDu0aEvLG8WO
4EMtGVFvfCSrEmWaGV0roE,Theophilus London,160794,51,spotify:artist:4EMtGVFvfCSrEmWaGV0roE
4frXpPxQQZwbCu3eTGnZEw,Thundercat,1369234,71,spotify:artist:4frXpPxQQZwbCu3eTGnZEw
5TYxZTjIPqKM8K8NuP9woO,C. Tangana,2806294,73,spotify:artist:5TYxZTjIPqKM8K8NuP9woO
7uQ1D2NNHs5cUL3CLKRbia,LAGOS,152083,67,spotify:artist:7uQ1D2NNHs5cUL3CLKRbia
5EmEZjq8eHEC6qFnT63Lza,Tinlicker,223847,67,spotify:artist:5EmEZjq8eHEC6qFnT63Lza
3eFYCWZU5CgdWLz5d7EXWq,Artist Khaled,0,2,spotify:artist:3eFYCWZU5CgdWLz5d7EXWq
00me4Ke1LsvMxt5kydlMyU,Cosculluela,6231004,74,spotify:artist:00me4Ke1LsvMxt5kydlMyU
5iWIrC7cCdB1YEfIn15ONZ,Joan Sanchez,21362,40,spotify:artist:5iWIrC7cCdB1YEfIn15ONZ
6jOz2B9qeID4dLP1o8bFGf,Crazy P,127785,51,spotify:artist:6jOz2B9qeID4dLP1o8bFGf
2eam0iDomRHGBypaDQLwWI,Bleachers,757724,68,spotify:artist:2eam0iDomRHGBypaDQLwWI
5l4GdLELvdnXZVT5g947i3,LOUTA,255244,53,spotify:artist:5l4GdLELvdnXZVT5g947i3
1wKDGglKV4FsFS85r2Dmpr,Airbag,817521,69,spotify:artist:1wKDGglKV4FsFS85r2Dmpr
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,23112947,81,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7
19HM5j0ULGSmEoRcrSe5x3,Milo j,4443317,82,spotify:artist:19HM5j0ULGSmEoRcrSe5x3
4ryP7P5xwHvz9TOzNQqzYa,Kantan,756,50,spotify:artist:4ryP7P5xwHvz9TOzNQqzYa
3RTAXX6KGdljBsOIupyZgT,Los Bunkers,1309105,67,spotify:artist:3RTAXX6KGdljBsOIupyZgT
4ZDoy7AWNgQVmX7T0u0B1j,No Te Va Gustar,2322505,70,spotify:artist:4ZDoy7AWNgQVmX7T0u0B1j
6HQ6vf4AloXyVNdyJhrX1J,GAMPER & DADONI,151256,67,spotify:artist:6HQ6vf4AloXyVNdyJhrX1J
0jbo7KFNMiIkfBR6ih0yhm,iñigo quintero,506752,67,spotify:artist:0jbo7KFNMiIkfBR6ih0yhm
35oGZihZclGoTVuICPXRP9,Jere Klein,2091089,76,spotify:artist:35oGZihZclGoTVuICPXRP9
3c62o0pVkqhFkIsclgYcuf,Jorden Dux,1156,51,spotify:artist:3c62o0pVkqhFkIsclgYcuf
2WGNVo5Maa7dWzTOrxiwps,Ducosy,235,17,spotify:artist:2WGNVo5Maa7dWzTOrxiwps
4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,5457383,70,spotify:artist:4GvEc3ANtPPjt1ZJllr5Zl
5NvKIyEfd3idvDTdfCoWsu,Nacho Radesca,2806,40,spotify:artist:5NvKIyEfd3idvDTdfCoWsu
6tf4WfOR7RQk8NQ4BO26DL,Guzz Martinez,343,31,spotify:artist:6tf4WfOR7RQk8NQ4BO26DL
4I5ULmlot8VShJQeD1Qgxi,Juanka Cassane,765,32,spotify:artist:4I5ULmlot8VShJQeD1Qgxi
3WVT8Ru2pGghiLHCYBDtmY,Tomi Reig,729,29,spotify:artist:3WVT8Ru2pGghiLHCYBDtmY
4MFzxXAMZaBj3JDAoYMIuQ,Wesley & Conrado,8872,59,spotify:artist:4MFzxXAMZaBj3JDAoYMIuQ
37JbKGCIYTyYw01zML801E,Dj Nacho Serra,4030,36,spotify:artist:37JbKGCIYTyYw01zML801E
5J7rXWjtn5HzUkJ4Jet8Fr,Alvaro Diaz,858401,76,spotify:artist:5J7rXWjtn5HzUkJ4Jet8Fr
33ScadVnbm2X8kkUqOkC6Z,Don Omar,12372763,83,spotify:artist:33ScadVnbm2X8kkUqOkC6Z
62ysFsCfzsF4LLRmOphXhM,Santi Dome,526,32,spotify:artist:62ysFsCfzsF4LLRmOphXhM
4Gso3d4CscCijv0lmajZWs,Don Toliver,4827035,85,spotify:artist:4Gso3d4CscCijv0lmajZWs
725RWHC7v2JOqMWmzx7XuK,Ericson Alexander Molano,79092,44,spotify:artist:725RWHC7v2JOqMWmzx7XuK
49ynGmq4dpplOn1Rsiejfp,Indios,151703,51,spotify:artist:49ynGmq4dpplOn1Rsiejfp
7EOBpvnonNT0gPAPU1hjYF,The Brothers Of Soul,17076,26,spotify:artist:7EOBpvnonNT0gPAPU1hjYF
5XJDexmWFLWOkjOEjOVX3e,Eladio Carrion,7548783,81,spotify:artist:5XJDexmWFLWOkjOEjOVX3e
6e7knXUrhWcp85TTN6za9z,Tomy DJ,95344,56,spotify:artist:6e7knXUrhWcp85TTN6za9z
3SozjO3Lat463tQICI9LcE,Tyla,1840373,77,spotify:artist:3SozjO3Lat463tQICI9LcE
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,11640826,74,spotify:artist:0QHgL1lAIqAw0HtD7YldmP
0o4rbXNv8YoDHK2nSnlJxr,Sounds of Ellinia,172,37,spotify:artist:0o4rbXNv8YoDHK2nSnlJxr
42vnVCUbDRANta6JARiDUI,DJ Juanchii,459,35,spotify:artist:42vnVCUbDRANta6JARiDUI
3BqdrzfJnVqaTOI84wcjVg,Savione,129,44,spotify:artist:3BqdrzfJnVqaTOI84wcjVg
5y6jYkmnAqeXseHx3earZD,Dance Of Centuries,421,53,spotify:artist:5y6jYkmnAqeXseHx3earZD
58Hsg5UY4DmFIaVODTfVls,Sisters Of Marks,329,37,spotify:artist:58Hsg5UY4DmFIaVODTfVls
4WPCpYGEKs5yshn2wETIDB,Josef Briem,808,36,spotify:artist:4WPCpYGEKs5yshn2wETIDB
0KZqPiOKt79SlPR6kzZUm2,Kyle Mendes Jazz Trio,225,27,spotify:artist:0KZqPiOKt79SlPR6kzZUm2
2fMJvUaoJ5LN2k49ZCdC5m,Laurie Sharon Quartet,466,21,spotify:artist:2fMJvUaoJ5LN2k49ZCdC5m
5YyVZ8kxK9sRVEg1pBh1PV,Mitch Coleman,521,37,spotify:artist:5YyVZ8kxK9sRVEg1pBh1PV
4lMgo5IwaCdF1fRSdubcUU,The Mill Basin Band,495,36,spotify:artist:4lMgo5IwaCdF1fRSdubcUU
7qYuRRLowPK759yfhiY1cS,Owen Rochester Jazz,257,18,spotify:artist:7qYuRRLowPK759yfhiY1cS
64jHiDhZlL99Y3MxOwQ4qT,Michael Stylez & Co,373,36,spotify:artist:64jHiDhZlL99Y3MxOwQ4qT
3Nswj36GKhom7iy2bLvJNJ,Keanan Field Group,473,42,spotify:artist:3Nswj36GKhom7iy2bLvJNJ
5YxesetSDEooEMdNHKKDFk,Tiny Stills Quartet,633,22,spotify:artist:5YxesetSDEooEMdNHKKDFk
4OSxWbYWRbUZzmkKS6PRM4,Dan Evans-Parker,1214,45,spotify:artist:4OSxWbYWRbUZzmkKS6PRM4
1S08oiBCDKPErHKaJ42YAG,Erik Moreau,325,39,spotify:artist:1S08oiBCDKPErHKaJ42YAG
5QBHt7kiJsvbsdJx30kMhl,Zander Jazz Trio,957,31,spotify:artist:5QBHt7kiJsvbsdJx30kMhl
